Tipo Titulo;Data Vencimento;Data Base;Taxa Compra Manha;Taxa Venda Manha;PU Compra Manha;PU Venda Manha;PU Base Manha
Tesouro Educa+;15/12/2035;10/10/2025;7,69;7,81;2596,86;2573,23;2573,23
Tesouro Educa+;15/12/2034;10/10/2025;7,76;7,88;2783,88;2761,62;2761,62
Tesouro Educa+;15/12/2032;10/10/2025;7,92;8,04;3208,79;3190,2;3190,2
Tesouro Educa+;15/12/2041;10/10/2025;7,31;7,43;1751,1;1723,6;1723,6
Tesouro Educa+;15/12/2033;10/10/2025;7,83;7,95;2988,39;2967,8;2967,8
Tesouro Educa+;15/12/2045;10/10/2025;7,21;7,33;1343,98;1316,98;1316,98
Tesouro Educa+;15/12/2047;10/10/2025;7,18;7,3;1176,85;1150,65;1150,65
Tesouro Educa+;15/12/2040;10/10/2025;7,35;7,47;1869,77;1842,47;1842,47
Tesouro Educa+;15/12/2044;10/10/2025;7,23;7,35;1435,89;1408,61;1408,61
Tesouro Educa+;15/12/2046;10/10/2025;7,2;7,32;1256,33;1229,72;1229,72
Tesouro Educa+;15/12/2037;10/10/2025;7,54;7,66;2270,98;2245,31;2245,31
Tesouro Educa+;15/12/2038;10/10/2025;7,47;7,59;2127,57;2101,18;2101,18
Tesouro Educa+;15/12/2036;10/10/2025;7,62;7,74;2425,73;2400,97;2400,97
Tesouro Educa+;15/12/2043;10/10/2025;7,25;7,37;1534,78;1507,3;1507,3
Tesouro Selic;01/03/2029;09/10/2025;0,09;0,1;17483,23;17467,61;17467,61
Tesouro Selic;01/03/2031;09/10/2025;0,12;0,13;17427,96;17408,92;17408,92
Tesouro Selic;01/03/2027;09/10/2025;0,03;0,04;17529,65;17517,51;17517,51
;;;;;;;
Tesouro Selic;01/03/2028;09/10/2025;0,05;0,06;17515,45;17501,54;17501,54
;;;;;;;
Tesouro Prefixado;01/01/2032;09/10/2025;13,79;13,91;449,91;446,76;446,76
Tesouro Prefixado;01/01/2029;09/10/2025;13,38;13,5;669,55;666,96;666,96
Tesouro Prefixado;01/01/2027;09/10/2025;13,95;14,07;853,36;851,82;851,82
Tesouro Prefixado;01/01/2031;09/10/2025;13,63;13,75;515,7;512,63;512,63
Tesouro Prefixado;01/01/2028;09/10/2025;13,37;13,49;757,77;755,62;755,62
Tesouro IPCA+ com Juros Semestrais;15/08/2060;09/10/2025;7,24;7,36;3917,15;3857,12;3857,12
Tesouro IPCA+ com Juros Semestrais;15/05/2035;09/10/2025;7,62;7,74;4196,53;4161,7;4161,7
Tesouro IPCA+ com Juros Semestrais;15/08/2032;09/10/2025;7,83;7,95;4184,05;4156,29;4156,29
Tesouro IPCA+ com Juros Semestrais;15/05/2055;09/10/2025;7,22;7,34;4024,37;3965,83;3965,83
Tesouro IPCA+ com Juros Semestrais;15/08/2040;09/10/2025;7,38;7,5;4064,83;4019,83;4019,83
Tesouro IPCA+ com Juros Semestrais;15/08/2050;09/10/2025;7,24;7,36;3983,83;3928,01;3928,01
Tesouro IPCA+ com Juros Semestrais;15/08/2030;09/10/2025;7,95;8,07;4266,41;4244,65;4244,65
Tesouro IPCA+ com Juros Semestrais;15/05/2045;09/10/2025;7,32;7,44;4077,09;4026,08;4026,08
;;;;;;;
Tesouro IPCA+;15/08/2050;09/10/2025;7,02;7,14;853,13;829,49;829,49
Tesouro IPCA+;15/05/2045;09/10/2025;7,16;7,28;1185;1158,95;1158,95
Tesouro IPCA+;15/05/2035;09/10/2025;7,53;7,65;2280,98;2255,86;2255,86
Tesouro IPCA+;15/05/2029;09/10/2025;7,98;8,1;3466,18;3450,9;3450,9
Tesouro IPCA+;15/08/2040;09/10/2025;7,22;7,34;1627,78;1600,42;1600,42
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;09/10/2025;7,96;8,08;7741,27;7703,53;7703,53
Tesouro Prefixado com Juros Semestrais;01/01/2027;09/10/2025;13,95;14,07;986,88;985,18;985,18
Tesouro Prefixado com Juros Semestrais;01/01/2029;09/10/2025;13,42;13,54;946,47;943,27;943,27
Tesouro Prefixado com Juros Semestrais;01/01/2035;09/10/2025;13,83;13,95;842,42;836,93;836,93
Tesouro Prefixado com Juros Semestrais;01/01/2031;09/10/2025;13,72;13,84;900,84;896,61;896,61
Tesouro Prefixado com Juros Semestrais;01/01/2033;09/10/2025;13,78;13,9;867,79;862,81;862,81
Tesouro Renda+ Aposentadoria Extra;15/12/2079;09/10/2025;7,08;7,2;243,09;231,89;231,89
Tesouro Renda+ Aposentadoria Extra;15/12/2074;09/10/2025;7,07;7,19;342,73;328,76;328,76
Tesouro Renda+ Aposentadoria Extra;15/12/2064;09/10/2025;7,06;7,18;677,54;657,19;657,19
Tesouro Renda+ Aposentadoria Extra;15/12/2059;09/10/2025;7,09;7,21;945,04;921,78;921,78
Tesouro Selic;01/03/2031;02/10/2025;0,1;0,11;17391,33;17372,3;17372,3
;;;;;;;
Tesouro Selic;01/03/2028;02/10/2025;0,05;0,06;17466,98;17453,08;17453,08
Tesouro Selic;01/03/2029;02/10/2025;0,08;0,09;17438,93;17423,32;17423,32
Tesouro Prefixado;01/01/2027;02/10/2025;13,98;14,1;850,87;849,32;849,32
Tesouro Prefixado;01/01/2028;02/10/2025;13,35;13,47;756,19;754,03;754,03
;;;;;;;
Tesouro Prefixado;01/01/2029;02/10/2025;13,3;13,42;669,4;666,79;666,79
Tesouro Prefixado;01/01/2032;02/10/2025;13,64;13,76;452,45;449,27;449,27
Tesouro Prefixado;01/01/2031;02/10/2025;13,5;13,62;517,47;514,37;514,37
Tesouro IPCA+ com Juros Semestrais;15/08/2030;02/10/2025;7,88;8;4268,32;4246,37;4246,37
Tesouro IPCA+ com Juros Semestrais;15/08/2040;02/10/2025;7,33;7,45;4074,21;4028,86;4028,86
Tesouro IPCA+ com Juros Semestrais;15/08/2050;02/10/2025;7,2;7,32;3993,57;3937,31;3937,31
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2060;02/10/2025;7,2;7,32;3928,53;3867,94;3867,94
Tesouro IPCA+ com Juros Semestrais;15/08/2032;02/10/2025;7,77;7,89;4187,64;4159,66;4159,66
Tesouro IPCA+ com Juros Semestrais;15/05/2035;02/10/2025;7,57;7,69;4201,08;4166;4166
Tesouro IPCA+ com Juros Semestrais;15/05/2045;02/10/2025;7,26;7,38;4093,24;4041,7;4041,7
Tesouro IPCA+ com Juros Semestrais;15/05/2055;02/10/2025;7,18;7,3;4034,98;3975,94;3975,94
Tesouro IPCA+;15/05/2045;02/10/2025;7,09;7,21;1197,63;1171,24;1171,24
Tesouro IPCA+;15/08/2040;02/10/2025;7,17;7,29;1635,53;1607,97;1607,97
Tesouro IPCA+;15/05/2029;02/10/2025;7,9;8,02;3467,45;3452,02;3452,02
;;;;;;;
Tesouro IPCA+;15/08/2050;02/10/2025;7;7,12;855,28;831,54;831,54
Tesouro IPCA+;15/05/2035;02/10/2025;7,48;7,6;2286,1;2260,82;2260,82
Tesouro IGPM+ com Juros Semestrais;01/01/2031;02/10/2025;7,89;8,01;7742,95;7705,01;7705,01
Tesouro Prefixado com Juros Semestrais;01/01/2035;02/10/2025;13,66;13,78;847,49;841,94;841,94
Tesouro Prefixado com Juros Semestrais;01/01/2027;02/10/2025;13,99;14,11;983,92;982,21;982,21
Tesouro Prefixado com Juros Semestrais;01/01/2033;02/10/2025;13,63;13,75;871,28;866,26;866,26
Tesouro Prefixado com Juros Semestrais;01/01/2029;02/10/2025;13,35;13,47;945,71;942,49;942,49
Tesouro Prefixado com Juros Semestrais;01/01/2031;02/10/2025;13,59;13,71;902,67;898,4;898,4
Tesouro Renda+ Aposentadoria Extra;15/12/2054;02/10/2025;7,13;7,25;1317,21;1291,93;1291,93
Tesouro Renda+ Aposentadoria Extra;15/12/2074;02/10/2025;7,04;7,16;345,56;331,44;331,44
Tesouro Renda+ Aposentadoria Extra;15/12/2084;02/10/2025;7,05;7,17;174,95;165,95;165,95
Tesouro Renda+ Aposentadoria Extra;15/12/2079;02/10/2025;7,05;7,17;245,44;234,11;234,11
Tesouro Renda+ Aposentadoria Extra;15/12/2064;02/10/2025;7,02;7,14;682,94;662,38;662,38
Tesouro Renda+ Aposentadoria Extra;15/12/2059;02/10/2025;7,05;7,17;950,79;927,33;927,33
Tesouro Renda+ Aposentadoria Extra;15/12/2049;02/10/2025;7,28;7,4;1824,15;1799,24;1799,24
Tesouro Renda+ Aposentadoria Extra;15/12/2069;02/10/2025;7,02;7,14;487,47;470,17;470,17
Tesouro Educa+;15/12/2031;02/10/2025;7,98;8,1;3444,04;3428,82;3428,82
Tesouro Educa+;15/12/2030;02/10/2025;8,16;8,28;3700,81;3688,52;3688,52
Tesouro Educa+;15/12/2042;02/10/2025;7,19;7,31;1654,23;1626,87;1626,87
Tesouro Educa+;15/12/2039;02/10/2025;7,33;7,45;2004,9;1978,36;1978,36
Tesouro Educa+;15/12/2035;02/10/2025;7,62;7,74;2601,79;2578,81;2578,81
Tesouro Educa+;15/12/2034;02/10/2025;7,69;7,81;2787,31;2765,76;2765,76
Tesouro Educa+;15/12/2032;02/10/2025;7,85;7,97;3208,45;3190,73;3190,73
Tesouro Educa+;15/12/2041;02/10/2025;7,23;7,35;1763,68;1736,44;1736,44
Tesouro Educa+;15/12/2033;02/10/2025;7,76;7,88;2990,09;2970,28;2970,28
Tesouro Educa+;15/12/2045;02/10/2025;7,12;7,24;1359,92;1332,94;1332,94
Tesouro Educa+;15/12/2047;02/10/2025;7,09;7,21;1192,82;1166,55;1166,55
Tesouro Educa+;15/12/2040;02/10/2025;7,27;7,39;1881,78;1854,78;1854,78
Tesouro Educa+;15/12/2044;02/10/2025;7,14;7,26;1451,7;1424,49;1424,49
Tesouro Educa+;15/12/2046;02/10/2025;7,1;7,22;1274,5;1247,83;1247,83
Tesouro Educa+;15/12/2037;02/10/2025;7,47;7,59;2278,35;2253,19;2253,19
Tesouro Educa+;15/12/2038;02/10/2025;7,39;7,51;2137,98;2112,03;2112,03
Tesouro Educa+;15/12/2036;02/10/2025;7,55;7,67;2431,96;2407,79;2407,79
Tesouro Educa+;15/12/2043;02/10/2025;7,16;7,28;1550,37;1523,01;1523,01
Tesouro Selic;01/03/2029;01/10/2025;0,08;0,09;17429,15;17413,54;17413,54
Tesouro Selic;01/03/2028;01/10/2025;0,05;0,06;17457,32;17443,43;17443,43
Tesouro Selic;01/03/2031;01/10/2025;0,1;0,11;17381,76;17362,74;17362,74
;;;;;;;
Tesouro Selic;01/03/2027;01/10/2025;0,03;0,04;17471,36;17459,21;17459,21
Tesouro Prefixado;01/01/2032;01/10/2025;13,63;13,75;452,47;449,28;449,28
Tesouro Prefixado;01/01/2029;01/10/2025;13,27;13,39;669,64;667,03;667,03
Tesouro Prefixado;01/01/2031;01/10/2025;13,5;13,62;517,21;514,11;514,11
Tesouro Prefixado;01/01/2027;01/10/2025;13,97;14,09;850,52;848,97;848,97
Tesouro Prefixado;01/01/2028;01/10/2025;13,32;13,44;756,26;754,09;754,09
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2055;01/10/2025;7,2;7,32;4023,52;3964,72;3964,72
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/10/2025;7,28;7,4;4083,03;4031,65;4031,65
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/10/2025;7,21;7,33;3987,16;3931,01;3931,01
Tesouro IPCA+ com Juros Semestrais;15/08/2040;01/10/2025;7,33;7,45;4072,33;4026,99;4026,99
Tesouro IPCA+ com Juros Semestrais;15/08/2030;01/10/2025;7,88;8;4266,27;4244,31;4244,31
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/10/2025;7,58;7,7;4196,34;4161,29;4161,29
Tesouro IPCA+ com Juros Semestrais;15/08/2060;01/10/2025;7,21;7,33;3921,78;3861,34;3861,34
Tesouro IPCA+ com Juros Semestrais;15/08/2032;01/10/2025;7,77;7,89;4185,64;4157,66;4157,66
Tesouro IPCA+;15/08/2050;01/10/2025;7,01;7,13;852,92;829,25;829,25
Tesouro IPCA+;15/08/2040;01/10/2025;7,17;7,29;1634,79;1607,23;1607,23
Tesouro IPCA+;15/05/2029;01/10/2025;7,88;8;3468,08;3452,64;3452,64
;;;;;;;
Tesouro IPCA+;15/05/2035;01/10/2025;7,49;7,61;2283;2257,75;2257,75
Tesouro IPCA+;15/05/2045;01/10/2025;7,12;7,24;1190,58;1164,34;1164,34
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/10/2025;7,89;8,01;7739,64;7701,68;7701,68
Tesouro Prefixado com Juros Semestrais;01/01/2035;01/10/2025;13,67;13,79;846,64;841,09;841,09
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/10/2025;13,98;14,1;983,51;981,79;981,79
Tesouro Prefixado com Juros Semestrais;01/01/2033;01/10/2025;13,63;13,75;870,84;865,82;865,82
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/10/2025;13,32;13,44;945,92;942,71;942,71
Tesouro Prefixado com Juros Semestrais;01/01/2031;01/10/2025;13,58;13,7;902,53;898,26;898,26
Tesouro Renda+ Aposentadoria Extra;15/12/2054;01/10/2025;7,15;7,27;1312,47;1287,28;1287,28
Tesouro Renda+ Aposentadoria Extra;15/12/2074;01/10/2025;7,05;7,17;344,21;330,16;330,16
Tesouro Renda+ Aposentadoria Extra;15/12/2084;01/10/2025;7,06;7,18;174,11;165,15;165,15
Tesouro Renda+ Aposentadoria Extra;15/12/2079;01/10/2025;7,06;7,18;244,37;233,09;233,09
Tesouro Renda+ Aposentadoria Extra;15/12/2064;01/10/2025;7,04;7,16;679,21;658,77;658,77
Tesouro Renda+ Aposentadoria Extra;15/12/2059;01/10/2025;7,07;7,19;946,48;923,13;923,13
Tesouro Renda+ Aposentadoria Extra;15/12/2049;01/10/2025;7,3;7,42;1819,27;1794,43;1794,43
Tesouro Renda+ Aposentadoria Extra;15/12/2069;01/10/2025;7,03;7,15;485,81;468,56;468,56
Tesouro Educa+;15/12/2037;01/10/2025;7,48;7,6;2275,27;2250,14;2250,14
Tesouro Educa+;15/12/2038;01/10/2025;7,4;7,52;2134,9;2108,97;2108,97
Tesouro Educa+;15/12/2042;01/10/2025;7,2;7,32;1651,25;1623,92;1623,92
Tesouro Educa+;15/12/2045;01/10/2025;7,14;7,26;1354,88;1327,99;1327,99
Tesouro Educa+;15/12/2039;01/10/2025;7,34;7,46;2001,83;1975,32;1975,32
Tesouro Educa+;15/12/2041;01/10/2025;7,23;7,35;1762,87;1735,63;1735,63
Tesouro Educa+;15/12/2035;01/10/2025;7,63;7,75;2598,75;2575,78;2575,78
Tesouro Educa+;15/12/2032;01/10/2025;7,84;7,96;3208,27;3190,53;3190,53
Tesouro Educa+;15/12/2047;01/10/2025;7,11;7,23;1187,95;1161,79;1161,79
Tesouro Educa+;15/12/2033;01/10/2025;7,76;7,88;2988,67;2968,85;2968,85
Tesouro Educa+;15/12/2040;01/10/2025;7,28;7,4;1878,72;1851,76;1851,76
Tesouro Educa+;15/12/2046;01/10/2025;7,13;7,25;1267,35;1240,82;1240,82
Tesouro Educa+;15/12/2034;01/10/2025;7,7;7,82;2784,3;2762,77;2762,77
Tesouro Educa+;15/12/2044;01/10/2025;7,15;7,27;1448,81;1421,65;1421,65
Tesouro Educa+;15/12/2043;01/10/2025;7,17;7,29;1547,42;1520,11;1520,11
Tesouro Educa+;15/12/2036;01/10/2025;7,56;7,68;2428,89;2404,74;2404,74
Tesouro Educa+;15/12/2030;01/10/2025;8,14;8,26;3700,75;3688,44;3688,44
Tesouro Educa+;15/12/2031;01/10/2025;7,97;8,09;3443,51;3428,27;3428,27
Tesouro Selic;01/03/2029;30/09/2025;0,08;0,09;17419,3;17403,7;17403,7
Tesouro Selic;01/03/2028;30/09/2025;0,05;0,06;17447,67;17433,77;17433,77
Tesouro Selic;01/03/2027;30/09/2025;0,03;0,04;17461,62;17449,5;17449,5
;;;;;;;
Tesouro Selic;01/03/2031;30/09/2025;0,1;0,11;17372,12;17353,09;17353,09
Tesouro Prefixado;01/01/2031;30/09/2025;13,52;13,64;516,48;513,38;513,38
Tesouro Prefixado;01/01/2028;30/09/2025;13,32;13,44;755,88;753,72;753,72
Tesouro Prefixado;01/01/2027;30/09/2025;13,97;14,09;850,08;848,53;848,53
Tesouro Prefixado;01/01/2029;30/09/2025;13,29;13,41;668,93;666,32;666,32
Tesouro Prefixado;01/01/2032;30/09/2025;13,66;13,78;451,5;448,32;448,32
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;30/09/2025;7,54;7,66;4205,47;4170,3;4170,3
Tesouro IPCA+ com Juros Semestrais;15/08/2032;30/09/2025;7,76;7,88;4185,82;4157,82;4157,82
Tesouro IPCA+ com Juros Semestrais;15/08/2030;30/09/2025;7,85;7,97;4269,21;4247,22;4247,22
Tesouro IPCA+ com Juros Semestrais;15/08/2040;30/09/2025;7,29;7,41;4085,1;4039,53;4039,53
Tesouro IPCA+ com Juros Semestrais;15/08/2050;30/09/2025;7,18;7,3;3999,12;3942,68;3942,68
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;30/09/2025;7,25;7,37;4093,67;4042,07;4042,07
Tesouro IPCA+ com Juros Semestrais;15/05/2055;30/09/2025;7,17;7,29;4036,15;3977,01;3977,01
Tesouro IPCA+ com Juros Semestrais;15/08/2060;30/09/2025;7,19;7,31;3929,92;3869,23;3869,23
Tesouro IPCA+;15/05/2045;30/09/2025;7,1;7,22;1194,37;1168,05;1168,05
Tesouro IPCA+;15/08/2050;30/09/2025;6,98;7,1;858,47;834,63;834,63
Tesouro IPCA+;15/08/2040;30/09/2025;7,13;7,25;1643,09;1615,38;1615,38
;;;;;;;
Tesouro IPCA+;15/05/2035;30/09/2025;7,45;7,57;2290,07;2264,72;2264,72
Tesouro IPCA+;15/05/2029;30/09/2025;7,86;7,98;3468,72;3453,25;3453,25
Tesouro IGPM+ com Juros Semestrais;01/01/2031;30/09/2025;7,86;7,98;7745,04;7707,21;7707,21
Tesouro Prefixado com Juros Semestrais;01/01/2029;30/09/2025;13,35;13,47;944,77;941,55;941,55
Tesouro Prefixado com Juros Semestrais;01/01/2031;30/09/2025;13,61;13,73;901,12;896,86;896,86
Tesouro Prefixado com Juros Semestrais;01/01/2027;30/09/2025;13,98;14,1;983;981,28;981,28
Tesouro Prefixado com Juros Semestrais;01/01/2033;30/09/2025;13,65;13,77;869,63;864,62;864,62
Tesouro Prefixado com Juros Semestrais;01/01/2035;30/09/2025;13,69;13,81;845,35;839,81;839,81
Tesouro Renda+ Aposentadoria Extra;15/12/2084;30/09/2025;7,06;7,18;174,03;165,07;165,07
Tesouro Renda+ Aposentadoria Extra;15/12/2079;30/09/2025;7,06;7,18;244,26;232,99;232,99
Tesouro Renda+ Aposentadoria Extra;15/12/2074;30/09/2025;7,05;7,17;344,06;330,01;330,01
Tesouro Renda+ Aposentadoria Extra;15/12/2054;30/09/2025;7,12;7,24;1318,1;1292,79;1292,79
Tesouro Renda+ Aposentadoria Extra;15/12/2064;30/09/2025;7,03;7,15;680,61;660,12;660,12
Tesouro Renda+ Aposentadoria Extra;15/12/2049;30/09/2025;7,26;7,38;1826,54;1801,56;1801,56
Tesouro Renda+ Aposentadoria Extra;15/12/2059;30/09/2025;7,05;7,17;949,94;926,49;926,49
Tesouro Renda+ Aposentadoria Extra;15/12/2069;30/09/2025;7,02;7,14;487,03;469,74;469,74
Tesouro Educa+;15/12/2030;30/09/2025;8,1;8,22;3702,44;3690,11;3690,11
Tesouro Educa+;15/12/2036;30/09/2025;7,52;7,64;2435,48;2411,25;2411,25
Tesouro Educa+;15/12/2037;30/09/2025;7,44;7,56;2282,3;2257,07;2257,07
Tesouro Educa+;15/12/2031;30/09/2025;7,93;8,05;3446,39;3431,11;3431,11
Tesouro Educa+;15/12/2042;30/09/2025;7,16;7,28;1659,46;1631,98;1631,98
Tesouro Educa+;15/12/2039;30/09/2025;7,29;7,41;2011,68;1985,02;1985,02
Tesouro Educa+;15/12/2035;30/09/2025;7,6;7,72;2602,99;2579,97;2579,97
Tesouro Educa+;15/12/2032;30/09/2025;7,82;7,94;3209,45;3191,69;3191,69
Tesouro Educa+;15/12/2033;30/09/2025;7,74;7,86;2990,32;2970,48;2970,48
Tesouro Educa+;15/12/2045;30/09/2025;7,11;7,23;1360,91;1333,9;1333,9
Tesouro Educa+;15/12/2040;30/09/2025;7,24;7,36;1886,65;1859,56;1859,56
Tesouro Renda+ Aposentadoria Extra;15/12/2049;09/10/2025;7,34;7,46;1815,99;1791,3;1791,3
Tesouro Renda+ Aposentadoria Extra;15/12/2084;09/10/2025;7,08;7,2;173,04;164,15;164,15
Tesouro Renda+ Aposentadoria Extra;15/12/2069;09/10/2025;7,05;7,17;484,16;467,01;467,01
Tesouro Renda+ Aposentadoria Extra;15/12/2054;09/10/2025;7,18;7,3;1309,65;1284,6;1284,6
Tesouro Educa+;15/12/2031;09/10/2025;8,03;8,15;3446,28;3431,19;3431,19
Tesouro Educa+;15/12/2046;09/10/2025;7,16;7,28;1264,07;1237,67;1237,67
Tesouro Educa+;15/12/2041;09/10/2025;7,28;7,4;1756,38;1729,34;1729,34
Tesouro Educa+;15/12/2035;09/10/2025;7,67;7,79;2598,48;2575,64;2575,64
Tesouro Educa+;15/12/2032;09/10/2025;7,91;8,03;3207,63;3190,05;3190,05
Tesouro Educa+;15/12/2047;09/10/2025;7,14;7,26;1184,54;1158,51;1158,51
Tesouro Educa+;15/12/2034;09/10/2025;7,75;7,87;2783,41;2762,01;2762,01
Tesouro Educa+;15/12/2044;09/10/2025;7,19;7,31;1443,65;1416,66;1416,66
Tesouro Educa+;15/12/2037;09/10/2025;7,52;7,64;2273,26;2248,27;2248,27
Tesouro Educa+;15/12/2033;09/10/2025;7,82;7,94;2987,6;2967,94;2967,94
Tesouro Educa+;15/12/2043;09/10/2025;7,22;7,34;1540,27;1513,16;1513,16
Tesouro Educa+;15/12/2045;09/10/2025;7,18;7,3;1349,55;1322,84;1322,84
Tesouro Educa+;15/12/2038;09/10/2025;7,44;7,56;2132,19;2106,4;2106,4
Tesouro Educa+;15/12/2039;09/10/2025;7,38;7,5;1998,52;1972,15;1972,15
Tesouro Educa+;15/12/2042;09/10/2025;7,24;7,36;1646,61;1619,45;1619,45
Tesouro Educa+;15/12/2030;09/10/2025;8,21;8,33;3705,05;3692,89;3692,89
Tesouro Educa+;15/12/2036;09/10/2025;7,6;7,72;2427,69;2403,68;2403,68
Tesouro Educa+;15/12/2040;09/10/2025;7,32;7,44;1874,89;1848,08;1848,08
;;;;;;;
Tesouro Selic;01/03/2028;08/10/2025;0,05;0,06;17505,76;17491,85;17491,85
Tesouro Selic;01/03/2031;08/10/2025;0,11;0,12;17427,1;17408,07;17408,07
Tesouro Selic;01/03/2029;08/10/2025;0,08;0,09;17478,05;17462,44;17462,44
Tesouro Selic;01/03/2027;08/10/2025;0,03;0,04;17519,97;17507,84;17507,84
Tesouro Prefixado;01/01/2027;08/10/2025;14,05;14,17;852;850,46;850,46
Tesouro Prefixado;01/01/2032;08/10/2025;13,91;14,03;446,76;443,63;443,63
Tesouro Prefixado;01/01/2031;08/10/2025;13,77;13,89;512,16;509,11;509,11
Tesouro Prefixado;01/01/2028;08/10/2025;13,51;13,63;755,33;753,18;753,18
Tesouro Prefixado;01/01/2029;08/10/2025;13,51;13,63;666,77;664,18;664,18
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;08/10/2025;7,29;7,41;3961,31;3905,88;3905,88
Tesouro IPCA+ com Juros Semestrais;15/05/2055;08/10/2025;7,26;7,38;4005,45;3947,27;3947,27
Tesouro IPCA+ com Juros Semestrais;15/08/2030;08/10/2025;8,05;8,17;4249,97;4228,21;4228,21
Tesouro IPCA+ com Juros Semestrais;15/05/2045;08/10/2025;7,36;7,48;4060,73;4009,91;4009,91
Tesouro IPCA+ com Juros Semestrais;15/08/2060;08/10/2025;7,28;7,4;3897,7;3838,07;3838,07
Tesouro IPCA+ com Juros Semestrais;15/05/2035;08/10/2025;7,67;7,79;4182,87;4148,08;4148,08
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2032;08/10/2025;7,92;8,04;4164,72;4137,01;4137,01
Tesouro IPCA+ com Juros Semestrais;15/08/2040;08/10/2025;7,42;7,54;4050,49;4005,61;4005,61
Tesouro IPCA+;15/05/2035;08/10/2025;7,56;7,68;2275;2249,89;2249,89
Tesouro IPCA+;15/08/2040;08/10/2025;7,25;7,37;1621,13;1593,86;1593,86
Tesouro IPCA+;15/05/2045;08/10/2025;7,19;7,31;1178,61;1152,68;1152,68
Tesouro IPCA+;15/08/2050;08/10/2025;7,07;7,19;843,39;820,01;820,01
Tesouro IPCA+;15/05/2029;08/10/2025;8,09;8,21;3453,68;3438,38;3438,38
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;08/10/2025;8,05;8,17;7712,11;7674,5;7674,5
Tesouro Prefixado com Juros Semestrais;01/01/2035;08/10/2025;13,95;14,07;836,93;831,49;831,49
Tesouro Prefixado com Juros Semestrais;01/01/2029;08/10/2025;13,57;13,69;942,59;939,41;939,41
Tesouro Prefixado com Juros Semestrais;01/01/2031;08/10/2025;13,85;13,97;896,29;892,08;892,08
Tesouro Prefixado com Juros Semestrais;01/01/2027;08/10/2025;14,06;14,18;985,28;983,57;983,57
Tesouro Prefixado com Juros Semestrais;01/01/2033;08/10/2025;13,91;14,03;862,44;857,5;857,5
Tesouro Renda+ Aposentadoria Extra;15/12/2079;08/10/2025;7,11;7,23;240,28;229,2;229,2
Tesouro Renda+ Aposentadoria Extra;15/12/2059;08/10/2025;7,13;7,25;937,39;914,32;914,32
Tesouro Renda+ Aposentadoria Extra;15/12/2049;08/10/2025;7,38;7,5;1808,04;1783,45;1783,45
Tesouro Renda+ Aposentadoria Extra;15/12/2069;08/10/2025;7,08;7,2;479,88;462,88;462,88
Tesouro Renda+ Aposentadoria Extra;15/12/2064;08/10/2025;7,09;7,21;672,49;652,29;652,29
Tesouro Renda+ Aposentadoria Extra;15/12/2054;08/10/2025;7,21;7,33;1303,53;1278,59;1278,59
Tesouro Renda+ Aposentadoria Extra;15/12/2074;08/10/2025;7,09;7,21;340,4;326,52;326,52
Tesouro Renda+ Aposentadoria Extra;15/12/2084;08/10/2025;7,11;7,23;170,79;162,02;162,02
Tesouro Educa+;15/12/2046;08/10/2025;7,19;7,31;1257,6;1231,33;1231,33
Tesouro Educa+;15/12/2033;08/10/2025;7,91;8,03;2973,92;2954,29;2954,29
Tesouro Educa+;15/12/2044;08/10/2025;7,22;7,34;1437,07;1410,18;1410,18
Tesouro Educa+;15/12/2035;08/10/2025;7,74;7,86;2585,87;2563,09;2563,09
Tesouro Educa+;15/12/2034;08/10/2025;7,83;7,95;2770,03;2748,68;2748,68
Tesouro Educa+;15/12/2047;08/10/2025;7,18;7,3;1176,02;1150,16;1150,16
Tesouro Educa+;15/12/2041;08/10/2025;7,31;7,43;1749,84;1722,86;1722,86
Tesouro Educa+;15/12/2037;08/10/2025;7,56;7,68;2265,3;2240,35;2240,35
Tesouro Educa+;15/12/2031;08/10/2025;8,13;8,25;3435,07;3419,95;3419,95
Tesouro Educa+;15/12/2039;08/10/2025;7,41;7,53;1992,18;1965,85;1965,85
Tesouro Educa+;15/12/2043;08/10/2025;7,24;7,36;1535,89;1508,83;1508,83
Tesouro Educa+;15/12/2042;08/10/2025;7,27;7,39;1640,02;1612,93;1612,93
Tesouro Educa+;15/12/2038;08/10/2025;7,48;7,6;2123,94;2098,2;2098,2
Tesouro Educa+;15/12/2030;08/10/2025;8,31;8,43;3696,39;3684,18;3684,18
Tesouro Educa+;15/12/2036;08/10/2025;7,65;7,77;2418,17;2394,2;2394,2
